raw;crdb;ctie;nitrous(fidr)full;gear(nlpr) full;tyres(ttpp)full;power(cppi)full;Perf(cepi)full
631;Honda_CivicEGTNR_1995;TIER_5;2.0;1.0;0.0;713;1801
632;Honda_CivicEJ1F1_1993;TIER_5;2.0;1.0;0.0;713;2522
633;Honda_CivicTypeR_2017;TIER_2;2.93;0.93;0.51;483;1051
634;Honda_CivicTypeRElite_2017;TIER_2;4.23;0.91;0.45;483;777
635;Honda_CivicTypeRReward_2023;TIER_3;2.0;1.0;0.52;581;1173
636;Honda_CivicTypeRRewardRecycled_2023;TIER_3;2.0;1.0;0.51;581;1154
637;Honda_CivicTypeRTNR_2017;TIER_5;2.0;1.0;0.0;713;1964
638;Honda_CivicTypeRVaris_2017;TIER_3;3.15;1.0;0.07;581;1120
639;Honda_IndyTruck_2017;TIER_5;2.0;1.0;0.0;713;2525
640;Honda_LBNSXReward_2017;TIER_4;3.02;1.0;0.0;675;1467
641;Honda_LBNSXRewardRecycled_2017;TIER_4;2.92;1.0;0.0;675;1444
642;Honda_NSXLBWorksReward_1992;TIER_4;2.69;1.0;0.0;673;1852
643;Honda_NSXLBWorksRewardRecycled_1992;TIER_4;2.69;1.0;0.0;673;1826
644;Honda_NSXRClassic_1992;TIER_4;2.54;1.0;0.0;673;1811
645;Honda_NSXReward_2017;TIER_4;3.06;1.0;0.0;674;1309
646;Honda_NSXRewardRecycled_2017;TIER_4;3.08;1.0;0.0;674;1298
647;Honda_NSXRocketBunny_1992;TIER_4;2.74;1.0;0.0;673;1853
648;Honda_NSXTNR_1992;TIER_5;2.21;1.0;0.0;713;1885
649;Honda_S2000F1_2001;TIER_5;2.53;1.0;0.0;713;2027
650;Honda_S2000F2_2001;TIER_5;2.14;0.75;0.52;712;1976
651;Honda_S2000TNR_2001;TIER_5;2.4;1.0;0.53;713;1201
652;Honda_VarisS2000Reward_2005;TIER_5;2.0;1.0;0.0;713;2069
653;Honda_VarisS2000RewardRecycled_2005;TIER_5;2.0;1.0;0.0;713;2040
654;Honda_VeilsideNSXReward_1995;TIER_4;2.82;1.0;0.0;673;1761
655;Honda_VeilsideNSXRewardRecycled_1995;TIER_4;2.81;1.0;0.0;673;1742
656;Hyperion_XP1_2023;TIER_5;2.0;1.0;0.0;713;2521
657;Hyundai_ElantraNReward_2022;TIER_3;2.0;1.0;0.0;581;976
658;Hyundai_ElantraNRewardRecycled_2022;TIER_3;2.0;1.0;0.0;581;954
659;Hyundai_IONIQ5NNPX1Reward_2024;TIER_4;2.0;1.0;0.0;673;1930
660;Hyundai_IONIQ5NNPX1RewardRecycled_2024;TIER_4;2.0;1.0;0.0;673;1904
661;Hyundai_Ioniq5NReward_2023;TIER_4;2.32;1.0;0.0;673;2006
662;Hyundai_Ioniq5NRewardRecycled_2023;TIER_4;2.31;1.0;0.0;673;1983
663;Hyundai_IONIQ6NReward_2025;TIER_4;2.0;1.0;0.0;673;2015
664;Hyundai_IONIQ6NRewardRecycled_2025;TIER_4;2.0;1.0;0.0;673;1986
665;Hyundai_NVision74Concept_2023;TIER_5;2.0;1.0;0.0;713;2491
666;Hyundai_VelosterTurboRSpec_2014;TIER_1;4.13;0.83;0.26;352;600
667;Hyundai_VelosterTurboRSpec_2014;TIER_1;3.41;0.86;0.41;352;587
668;Hyundai_VelosterTurboRSpecARK_2014;TIER_2;3.12;0.92;0.4;484;850
669;Hyundai_VelosterTurboRSpecCrew_2014;TIER_1;5.0;0.93;0.56;355;823
670;Indy_Car_2021;TIER_5;2.68;0.99;0.53;714;2457
671;Infiniti_Q60ProjectBlackSReward_2018;TIER_4;2.33;0.94;0.13;673;1662
672;Infiniti_Q60ProjectBlackSRewardRecycled_2018;TIER_4;2.37;0.87;0.07;673;1656
673;Italdesign_ZerounoDuerta_2018;TIER_5;2.0;1.0;0.0;714;2139
674;Italdesign_ZerounoReward_2017;TIER_5;2.0;1.0;0.0;714;2139
675;Italdesign_ZerounoRewardRecycled_2017;TIER_5;2.0;1.0;0.0;714;2108
676;Jaguar_CX75PrototypeCrew_2013;TIER_5;2.86;1.0;0.02;714;1237
677;Jaguar_CX75PrototypeReward_2013;TIER_5;2.96;1.0;0.0;714;1923
678;Jaguar_CX75PrototypeRewardRecycled_2013;TIER_5;2.99;1.0;0.0;714;1896
679;Jaguar_FTYPERConvertibleReward_2021;TIER_5;2.07;1.0;0.0;714;1813
680;Jaguar_FTYPERConvertibleRewardRecycled_2021;TIER_5;2.07;1.0;0.0;714;1786
681;Jaguar_FTypeRCoupe_2016;TIER_4;3.4;0.9;0.11;673;670
682;Jaguar_FTypeRCoupe_2016;TIER_4;3.47;0.92;0.25;673;612
683;Jaguar_FTypeRCoupeF8_2016;TIER_4;2.35;0.87;0.53;674;1536
684;Jaguar_FTypeSVRCoupeReward_2019;TIER_5;2.67;1.0;0.01;714;1598
685;Jaguar_FTypeSVRCoupeRewardRecycled_2019;TIER_5;2.7;1.0;0.0;714;1561
686;Jaguar_Project7Boss_2016;TIER_5;5.0;1.0;0.56;642;1248
687;Jaguar_Project7VIP_2016;TIER_5;2.67;1.0;0.0;714;1600
688;Jaguar_XESVProject8F9_2018;TIER_4;3.62;1.0;0.0;675;1573
689;Jaguar_XESVProject8Reward_2018;TIER_4;3.63;1.0;0.0;675;1571
690;Jaguar_XESVProject8RewardRecycled_2018;TIER_4;3.66;1.0;0.0;675;1549
691;Jaguar_XJ220Classic_1993;TIER_5;2.0;1.0;0.0;713;2211
692;Jaguar_XJR15_1991;TIER_5;2.0;1.0;0.0;713;2598
693;Jaguar_XKRSGT_2014;TIER_5;2.0;1.0;0.0;713;2317
694;Jeep_GladiatorF9_2019;TIER_4;3.45;1.0;0.0;673;1725
695;Jeep_GladiatorReward_2019;TIER_4;3.44;0.94;0.0;673;1727
696;Jeep_GladiatorRewardRecycled_2019;TIER_4;3.49;0.94;0.0;673;1701
697;Jeep_GrandCherokeeTrackhawk_2018;TIER_4;4.0;0.88;0.09;673;1052
698;Jeep_GrandCherokeeTrackhawkF9_2018;TIER_4;3.7;1.0;0.0;673;1095
699;Kia_StingerGTS_2020;TIER_3;3.95;0.89;0.06;581;710
700;Kimera_EVO37_2022;TIER_5;2.0;1.0;0.0;713;2318
701;Kimera_EVO37Gold_2022;TIER_5;2.0;1.0;0.0;713;2318
702;Kimera_EVO37Martini_2024;TIER_5;2.0;1.0;0.0;713;2344
703;Kimera_EVO38_2024;TIER_5;2.0;1.0;0.0;713;2420
704;Koenigsegg_AgeraR_2013;TIER_5;3.64;1.0;0.27;710;786
705;Koenigsegg_AgeraRSReward_2017;TIER_5;2.6;0.96;0.0;715;2135
706;Koenigsegg_AgeraRSRewardRecycled_2017;TIER_5;2.6;0.91;0.0;715;2112
707;Koenigsegg_CC850_2023;TIER_5;2.0;1.0;0.53;713;2465
708;Koenigsegg_Gemera_2021;TIER_5;2.0;0.0;0.0;714;2444
709;Koenigsegg_Gemera_2025;TIER_5;2.0;1.0;0.0;713;2512
710;Koenigsegg_GemeraLE_2021;TIER_5;2.0;0.0;0.0;714;2468
711;Koenigsegg_Jesko_2020;TIER_5;2.14;1.0;0.0;715;2398
712;Koenigsegg_JeskoAbsolut_2021;TIER_5;2.0;1.0;0.0;715;2458
713;Koenigsegg_JeskoGold_2020;TIER_5;3.08;1.0;0.0;715;2394
714;Koenigsegg_JeskoRoofless_2020;TIER_5;2.14;1.0;0.0;715;2398
715;Koenigsegg_One1_2014;TIER_5;3.13;1.0;0.01;714;2141
716;Koenigsegg_RegeraHalloween_2016;TIER_5;2.17;1.0;0.56;715;2171
717;Koenigsegg_RegeraReward_2016;TIER_5;2.17;1.0;0.68;715;2169
718;Koenigsegg_RegeraRewardGold_2016;TIER_5;2.0;0.0;0.0;715;2153
719;Koenigsegg_RegeraRewardRecycled_2016;TIER_5;2.34;1.0;0.56;715;2140
720;KTM_XBowGTX_2020;TIER_5;2.14;1.0;0.54;713;2207
721;KTM_XBowRReward_2011;TIER_5;2.39;0.77;0.0;714;1707
722;KTM_XBowRRewardRecycled_2011;TIER_5;2.39;0.82;0.0;714;1667
723;Lamborghini_Autentica_2023;TIER_5;2.0;1.0;0.0;713;2441
724;Lamborghini_AventadorLP7004_2011;TIER_5;2.7;1.0;0.21;713;1219
725;Lamborghini_AventadorLP7504Superveloce_2015;TIER_5;2.91;1.0;0.0;714;1406
726;Lamborghini_AventadorSJReward_2021;TIER_5;2.0;0.0;0.54;713;2193
727;Lamborghini_AventadorSJRewardRecycled_2021;TIER_5;2.0;1.0;0.53;713;2155
728;Lamborghini_AventadorSVJReward_2019;TIER_5;2.19;1.0;0.0;715;2044
729;Lamborghini_AventadorSVJRewardRecycled_2019;TIER_5;2.19;1.0;0.0;715;2021
730;Lamborghini_AventadorSVJRoadster_2020;TIER_5;2.01;1.0;0.0;715;1994
731;Lamborghini_AventadorSVJRoadsterReward_2020;TIER_5;2.0;1.0;0.0;715;2086
732;Lamborghini_AventadorSVJRoadsterRewardRecycled_2020;TIER_5;2.0;1.0;0.0;715;2054
733;Lamborghini_AventadorTNR_2021;TIER_5;2.0;1.0;0.0;713;1305
734;Lamborghini_Centenario_2017;TIER_5;2.0;1.0;0.0;714;2071
735;Lamborghini_CentenarioRoadsterAdPersonam_2017;TIER_5;2.37;1.0;0.0;714;2059
736;Lamborghini_CentenarioRoadsterAndroid_2017;TIER_5;2.22;1.0;0.0;714;2079
737;Lamborghini_CentenarioRoadsteriOS_2017;TIER_5;2.22;1.0;0.0;714;2079
738;Lamborghini_CountachClassic_1988;TIER_4;2.47;0.0;0.0;675;1578
739;Lamborghini_CountachLPI8004_2022;TIER_5;2.0;0.0;0.0;715;2348
740;Lamborghini_CountachLPI8004Reward_2022;TIER_5;2.0;0.0;0.0;715;2348
741;Lamborghini_CountachLPI8004RewardRecycled_2022;TIER_5;2.0;0.0;0.0;715;2319
742;Lamborghini_DiabloGT_2000;TIER_5;2.0;1.0;0.0;713;2489
743;Lamborghini_DiabloSV_1997;TIER_5;2.0;1.0;0.0;713;2237
744;Lamborghini_EssenzaSCV12_2021;TIER_5;2.0;0.64;0.0;713;2488
745;Lamborghini_EssenzaSCV12Monterey_2021;TIER_5;2.0;1.0;0.0;713;2485
746;Lamborghini_EssenzaSCV12Nero_2021;TIER_5;2.0;0.74;0.0;713;2488
747;Lamborghini_Fenomeno_2026;TIER_5;2.0;1.0;0.0;713;2490
748;Lamborghini_FewOff_2020;TIER_5;2.0;0.0;0.0;715;2271
749;Lamborghini_FewOffAdPersonam_2020;TIER_5;2.0;0.01;0.0;715;2271
750;Lamborghini_HuracanEvoReward_2019;TIER_5;2.1;1.0;0.0;714;1899
751;Lamborghini_HuracanEvoRewardRecycled_2019;TIER_5;2.1;1.0;0.0;714;1829
752;Lamborghini_HuracanEvoSpyderReward_2019;TIER_5;2.23;1.0;0.0;714;1814
753;Lamborghini_HuracanEvoSpyderRewardRecycled_2019;TIER_5;2.3;1.0;0.0;714;1792
754;Lamborghini_HuracanEVOTNR_2021;TIER_5;2.57;1.0;0.0;713;1933
755;Lamborghini_HuracanGT3Evo2_2024;TIER_5;2.0;1.0;0.0;713;2500
756;Lamborghini_HuracanGT3EVORacecar_2019;TIER_5;2.0;1.0;0.0;713;2408
757;Lamborghini_HuracanLP6104_2014;TIER_5;3.57;0.97;0.34;713;1799
758;Lamborghini_HuracanLP6104_2014;TIER_5;3.85;1.0;0.28;713;1533
759;Lamborghini_HuracanLP6104Reward_2014;TIER_5;3.44;1.0;0.01;714;1733
760;Lamborghini_HuracanLP6104RewardRecycled_2014;TIER_5;3.46;1.0;0.01;714;1722
761;Lamborghini_HuracanPerformanteReward_2018;TIER_5;2.7;1.0;0.14;714;1866
762;Lamborghini_HuracanPerformanteRewardRecycled_2018;TIER_5;2.7;1.0;0.14;714;1853
763;Lamborghini_HuracanPerformanteSpyder_2019;TIER_5;2.39;1.0;0.0;714;1830
764;Lamborghini_HuracanSterratoHoliday_2021;TIER_5;2.0;1.0;0.0;714;2104
765;Lamborghini_HuracanSterratoReward_2021;TIER_5;2.0;1.0;0.0;714;2104
766;Lamborghini_HuracanSterratoRewardRecycled_2021;TIER_5;2.0;1.0;0.0;714;2084
767;Lamborghini_HuracanSTO_2021;TIER_5;2.0;1.0;0.0;713;2098
768;Lamborghini_HuracanSTOEVO_2021;TIER_5;2.0;1.0;0.0;713;2150
769;Lamborghini_HuracanTecnicaReward_2023;TIER_5;2.25;0.0;0.53;713;2079
770;Lamborghini_HuracanTecnicaRewardRecycled_2023;TIER_5;2.25;0.0;0.53;713;2055
771;Lamborghini_Invencible_2023;TIER_5;2.0;1.0;0.0;713;2441
772;Lamborghini_IVReward_2024;TIER_5;2.0;1.0;0.0;713;2245
773;Lamborghini_IVRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2222
774;Lamborghini_LB634_2024;TIER_5;2.0;1.0;0.0;713;2214
775;Lamborghini_LBAventadorLP7004Reward_2011;TIER_5;2.0;1.0;0.53;713;1966
776;Lamborghini_LBAventadorLP7004RewardGold_2011;TIER_5;2.0;1.0;0.0;713;1930
777;Lamborghini_LBAventadorLP7004RewardRecycled_2011;TIER_5;2.0;1.0;0.53;713;1947
778;Lamborghini_LBAventadorLP7004RewardVIP_2011;TIER_5;2.0;0.83;0.53;713;1975
779;Lamborghini_LBCountachLPReward_1988;TIER_4;2.0;1.0;0.0;673;1799
780;Lamborghini_LBCountachLPRewardRecycled_1988;TIER_4;2.0;1.0;0.0;673;1774
781;Lamborghini_LBMurcielagoSVReward_2009;TIER_5;2.0;1.0;0.0;713;1921
782;Lamborghini_LBMurcielagoSVRewardRecycled_2009;TIER_5;2.0;1.0;0.0;713;1898
783;Lamborghini_LBSilhouetteHuracanReward_2014;TIER_5;2.61;1.0;0.0;714;1856
784;Lamborghini_LBSilhouetteHuracanRewardRecycled_2014;TIER_5;2.6;0.91;0.0;714;1845
785;Lamborghini_LBWKMurcielagoReward_2009;TIER_5;2.0;1.0;0.0;713;2169
786;Lamborghini_LBWKMurcielagoRewardRecycled_2009;TIER_5;2.0;1.0;0.0;713;2141
787;Lamborghini_MiuraSVLPClassic_1971;TIER_5;2.0;1.0;0.0;713;2232
788;Lamborghini_MurcielagoLP640F8_2006;TIER_5;2.32;1.0;0.03;715;1869
789;Lamborghini_MurcielagoSVReward_2009;TIER_5;2.0;1.0;0.52;713;1537
790;Lamborghini_MurcielagoSVRewardRecycled_2009;TIER_5;2.0;1.0;0.52;713;1504
791;Lamborghini_Reventon_2008;TIER_5;2.0;1.0;0.0;713;2620
792;Lamborghini_RevueltoReward_2024;TIER_5;2.0;1.0;0.0;713;2416
793;Lamborghini_RevueltoRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2392
794;Lamborghini_RevueltoSS1_2024;TIER_5;2.0;1.0;0.0;713;2416
795;Lamborghini_RevueltoSS2_2024;TIER_5;2.0;1.0;0.0;713;2416
796;Lamborghini_RevueltoSV_2027;TIER_5;2.0;1.0;0.0;713;2481
797;Lamborghini_SC18Alston_2019;TIER_5;2.13;0.0;0.0;713;2184
798;Lamborghini_SC20_2020;TIER_5;2.0;0.0;0.0;715;2365
799;Lamborghini_SC63LMDH_2024;TIER_5;2.0;1.0;0.0;713;2600
800;Lamborghini_SestoElementoCrew_2012;TIER_5;2.0;1.0;0.54;716;2023
801;Lamborghini_SestoElementoCrewRecycled_2012;TIER_5;2.0;1.0;0.54;716;1972
802;Lamborghini_SianRoadster_2021;TIER_5;2.0;0.0;0.0;715;2275
803;Lamborghini_TemerarioReward_2025;TIER_5;2.0;1.0;0.0;713;2404
804;Lamborghini_TemerarioRewardRecycled_2025;TIER_5;2.0;1.0;0.0;713;2380
805;Lamborghini_TerzoMillennio_2017;TIER_5;2.0;1.0;0.0;713;2550
806;Lamborghini_UrusPerformanteReward_2023;TIER_4;3.12;1.0;0.0;673;1878
807;Lamborghini_UrusPerformanteRewardRecycled_2023;TIER_4;3.33;1.0;0.0;673;1830
808;Lamborghini_UrusPHEVReward_2024;TIER_4;3.75;1.0;0.0;673;1757
809;Lamborghini_UrusPHEVRewardRecycled_2024;TIER_4;3.54;;;673;1350
810;Lamborghini_UrusReward_2018;TIER_4;4.42;0.89;0.16;673;1058
811;Lamborghini_UrusRewardRecycled_2018;TIER_4;4.42;0.93;0.16;673;1027
812;Lamborghini_Veneno_2013;TIER_5;2.32;0.86;0.0;714;2223
813;Lamborghini_VenenoGold_2013;TIER_5;2.01;0.76;0.0;714;2168
814;Lamborghini_VenenoRoadster_2014;TIER_5;2.14;0.77;0.0;714;2198
815;Lamborghini_VenenoRoadsterGold_2014;TIER_5;2.14;1.0;0.0;714;2152
816;Lancia_DeltaHFIntegraleEvo2_1994;TIER_5;2.0;1.0;0.0;713;2016
817;Landrover_RangeRoverEvoqueCoupeCrew_2016;TIER_2;2.27;0.91;0.0;485;901
818;Landrover_RangeRoverEvoqueCoupeCrewRecycled_2016;TIER_2;2.27;0.9;0.0;485;815
819;Lexus_LC500ConvertibleReward_2017;TIER_4;2.0;1.0;0.0;673;1876
820;Lexus_LC500ConvertibleRewardRecycled_2017;TIER_4;2.14;1.0;0.0;673;1858
821;Lexus_LC500TNR_2018;TIER_4;3.62;1.0;0.0;673;1190
822;Lexus_LFA_2011;TIER_5;2.22;1.0;0.0;713;2193
823;Lexus_LFAGold_2011;TIER_5;2.37;1.0;0.0;713;2156
824;Lexus_LFANurburgringPackage_2011;TIER_5;2.25;1.0;0.0;713;2195
825;LocalMotor_RallyFighter_2013;TIER_3;2.63;0.81;0.29;576;722
826;LocalMotor_RallyFighterF8_2013;TIER_3;3.02;1.0;0.0;585;753
827;Lotus_Evija_2020;TIER_5;2.0;1.0;0.0;713;2344
828;Lotus_EvijaReward_2020;TIER_5;2.0;1.0;0.0;713;2478
829;Lotus_EvijaRewardRecycled_2020;TIER_5;2.0;1.0;0.0;713;2454
830;Lotus_EvoraGT430Reward_2018;TIER_4;2.65;0.78;0.0;673;1607
831;Lotus_EvoraGT430RewardRecycled_2018;TIER_4;2.67;0.78;0.0;673;1570
832;Lotus_Exige360CupCrew_2016;TIER_2;5.0;0.92;0.0;485;1114
833;Lotus_Exige360CupCrewRecycled_2016;TIER_2;4.7;0.87;0.0;485;795
834;Lotus_ExigeLF1_2014;TIER_2;5.0;0.87;0.0;484;1136
835;Lotus_ExigeS_2014;TIER_2;3.41;0.89;0.53;483;631
836;Lotus_ExigeS_2014;TIER_2;3.8;1.0;0.53;483;571
837;Lotus_Type131Reward_2022;TIER_4;2.0;1.0;0.54;673;1618
838;Lotus_Type131RewardRecycled_2022;TIER_4;2.0;0.99;0.53;673;1589
839;Lotus_VorsteinerEmiraReward_2022;TIER_4;2.0;1.0;0.0;673;1290
840;Lotus_VorsteinerEmiraRewardRecycled_2022;TIER_4;3.77;0.5;0.5;501;
841;Maserati_7DesignMC20VIP_2021;TIER_5;5.0;1.0;0.0;713;2283
842;Maserati_GhibliSQ4_2014;TIER_4;2.0;0.89;0.47;672;781
843;Maserati_GranTurismoMCReward_2018;TIER_4;3.38;0.93;0.04;672;941
844;Maserati_GranTurismoMCRewardRecycled_2018;TIER_4;3.38;0.93;0.04;672;900
845;Maserati_LBGranTurismoS_2018;TIER_4;3.3;0.91;0.0;674;905
846;Maserati_MC12_2004;TIER_5;2.51;0.92;0.0;714;2018
847;Maserati_MC12BC_2004;TIER_5;2.0;1.0;0.0;714;1995
848;Maserati_MC12CarbonBlue_2004;TIER_5;2.38;0.86;0.0;714;2018
849;Maserati_MC20CieloReward_2023;TIER_5;5.0;1.0;0.0;713;2262
850;Maserati_MC20CieloRewardRecycled_2023;TIER_5;5.0;1.0;0.0;713;2235
851;Maserati_MC20Coupe_2021;TIER_5;5.0;1.0;0.0;713;2262
852;Mazda_Furai_2008;TIER_5;2.0;1.0;0.57;713;2480
853;Mazda_KRCJapanRX8Reward_2004;TIER_4;2.59;1.0;0.53;673;1799
854;Mazda_KRCJapanRX8RewardRecycled_2004;TIER_4;2.58;1.0;0.53;673;1774
855;Mazda_LBSuperSilhouetteRX7_1993;TIER_5;2.0;0.95;0.51;713;2002
856;Mazda_LBSuperSilhouetteRX7SE_1993;TIER_5;2.0;0.97;0.36;713;2008
857;Mazda_MX5_2016;TIER_1;2.0;0.8;0.08;350;724
858;Mazda_PandeMMX5_2016;TIER_2;2.87;;;484;956
859;Mazda_RBRX8_2004;TIER_4;2.5;1.0;0.53;673;1792
860;Mazda_RX7F1_1993;TIER_4;2.39;1.0;0.53;669;1658
861;Mazda_RX7F2_1993;TIER_5;2.0;1.0;0.48;713;1935
862;Mazda_RX7F3_1993;TIER_5;2.0;0.94;0.38;713;2009
863;Mazda_RX7Reward_1993;TIER_4;2.42;0.88;0.47;669;1505
864;Mazda_RX7RewardEaster_1993;TIER_4;3.64;1.0;0.12;669;1556
865;Mazda_RX7RewardRecycled_1993;TIER_4;2.0;0.91;0.0;669;1795
866;Mazda_RX7TNR_1993;TIER_5;2.76;1.0;0.0;713;1200
867;Mazda_RX8F3_2004;TIER_4;2.59;1.0;0.55;673;1795
868;Mazda_RX8TNR_2008;TIER_5;2.0;1.0;0.0;713;1728
869;Mazzanti_EvantraMillecavalli_2019;TIER_5;2.0;1.0;0.52;714;2339
870;Mazzanti_EvantraMillecavalliGold_2019;TIER_5;2.0;1.0;0.0;713;2348
871;McLaren_570S_2016;TIER_5;3.09;1.0;0.0;713;1250
872;McLaren_570S_2016;TIER_5;3.31;1.0;0.11;713;1204
873;McLaren_600LTReward_2019;TIER_5;2.88;1.0;0.0;714;2031
874;McLaren_600LTRewardRecycled_2019;TIER_5;2.91;0.99;0.0;714;1998
875;McLaren_600LTSpiderReward_2020;TIER_5;2.34;1.0;0.0;713;2106
876;McLaren_600LTSpiderRewardRecycled_2020;TIER_5;2.34;1.0;0.0;713;2077
877;McLaren_650S_2015;TIER_5;3.63;0.91;0.0;713;1158
878;McLaren_650S_2015;TIER_5;3.77;0.94;0.0;713;1063
879;McLaren_675LTSpiderReward_2016;TIER_5;3.39;1.0;0.0;714;1304
880;McLaren_675LTSpiderRewardRecycled_2016;TIER_5;3.39;1.0;0.0;714;1266
881;McLaren_720SGT3_2019;TIER_5;2.0;1.0;0.0;713;2420
882;McLaren_720SGT3X_2021;TIER_5;2.18;1.0;0.0;713;2467
883;McLaren_720SSpiderReward_2019;TIER_5;2.54;0.95;0.0;714;2023
884;McLaren_720SSpiderRewardRecycled_2019;TIER_5;2.53;0.92;0.0;714;1989
885;McLaren_720STNR_2017;TIER_5;2.0;1.0;0.0;713;1946
886;McLaren_750SReward_2023;TIER_5;2.0;1.0;0.0;714;1902
887;McLaren_750SRewardRecycled_2023;TIER_5;2.0;1.0;0.0;714;1850
888;McLaren_765LT_2021;TIER_5;2.57;1.0;0.0;715;2232
889;McLaren_765LTSpiderReward_2021;TIER_5;2.54;1.0;0.0;715;2262
890;McLaren_765LTSpiderRewardRecycled_2021;TIER_5;2.54;1.0;0.0;715;2232
891;McLaren_ArturaReward_2022;TIER_5;2.0;1.0;0.53;713;2068
892;McLaren_ArturaRewardRecycled_2022;TIER_5;2.0;1.0;0.53;713;2042
893;McLaren_ArturaSpiderReward_2024;TIER_5;2.0;1.0;0.52;713;2066
894;McLaren_ArturaSpiderRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;1944
895;McLaren_Elva_2021;TIER_5;2.56;1.0;0.0;715;2319
896;McLaren_ElvaGold_2021;TIER_5;2.6;1.0;0.0;715;2289
897;McLaren_ElvaGOSH_2021;TIER_5;2.59;1.0;0.0;715;2318
898;McLaren_ElvaMSO_2021;TIER_5;3.08;;;715;1942
899;McLaren_ElvaWindscreenReward_2021;TIER_5;2.54;1.0;0.0;715;2307
900;McLaren_ElvaWindscreenRewardRecycled_2021;TIER_5;2.73;1.0;0.0;715;2273
901;McLaren_F1_1993;TIER_5;2.0;1.0;0.0;714;2325
902;McLaren_F1GT_1997;TIER_5;2.0;1.0;0.0;713;2569
903;McLaren_F1LM_1995;TIER_5;2.0;1.0;0.0;714;2369
904;McLaren_GTReward_2020;TIER_5;2.61;1.0;0.0;713;2048
905;McLaren_GTRewardRecycled_2020;TIER_5;2.61;1.0;0.0;713;2059
906;McLaren_LB650SReward_2015;TIER_5;2.96;1.0;0.0;714;1756
907;McLaren_LB650SRewardGold_2015;TIER_5;3.23;1.0;0.2;713;1790
908;McLaren_LB650SRewardRecycled_2015;TIER_5;3.03;1.0;0.0;714;1729
909;McLaren_P14CoupeReward_2017;TIER_5;2.64;1.0;0.0;713;2098
910;McLaren_P14CoupeRewardRecycled_2017;TIER_5;2.7;1.0;0.0;713;2057
911;McLaren_P14CoupeSH1_2017;TIER_5;2.87;1.0;0.0;713;2092
912;McLaren_P1_2014;TIER_5;3.19;1.0;0.01;714;2016
913;McLaren_P1GTREvo_2015;TIER_5;3.28;0.82;0.0;715;2088
914;McLaren_P1GTRReward_2015;TIER_5;3.15;1.0;0.0;715;2097
915;McLaren_P1GTRRewardRecycled_2015;TIER_5;3.16;1.0;0.06;715;2000
916;McLaren_Sabre_2022;TIER_5;2.0;1.0;0.0;713;2397
917;McLaren_Senna_2018;TIER_5;2.46;0.94;0.0;714;2321
918;McLaren_SennaCarbon_2018;TIER_5;2.29;0.97;0.0;715;2294
919;McLaren_SennaGOSH_2018;TIER_5;2.48;1.0;0.0;714;2318
920;McLaren_SennaGTR_2020;TIER_5;2.02;0.98;0.0;713;2432
921;McLaren_SennaGTRLM_2020;TIER_5;2.39;1.0;0.0;713;2444
922;McLaren_SennaLE_2018;TIER_5;2.49;1.0;0.0;714;2318
923;McLaren_SLR722EditionCrew_2007;TIER_5;2.87;1.0;0.0;714;936
924;McLaren_SLR722EditionReward_2006;TIER_5;2.0;0.0;1.0;713;2280
925;McLaren_SLR722EditionRewardRecycled_2006;TIER_5;2.0;0.0;1.0;713;2253
926;McLaren_SLR722SRoadster_2009;TIER_5;2.0;0.0;1.0;713;2280
927;McLaren_SolusGT_2023;TIER_5;2.0;1.0;0.0;713;2578
928;McLaren_Speedtail_2019;TIER_5;2.37;0.91;0.0;715;2351
929;McLaren_SpeedtailOrange_2019;TIER_5;2.0;1.0;0.0;715;2336
930;McLaren_SpeedtailRed_2019;TIER_5;2.22;1.0;0.0;713;2415
931;McLaren_SpeedtailRedSEG_2019;TIER_5;2.2;1.0;0.0;713;1744
932;McLaren_Vorsteiner570VXReward_2016;TIER_5;2.98;1.0;0.0;713;1819
933;McLaren_Vorsteiner570VXRewardRecycled_2016;TIER_5;2.98;1.0;0.0;713;1800
934;McLaren_Vorsteiner720SReward_2018;TIER_5;2.83;0.99;0.0;714;2056
935;McLaren_Vorsteiner720SRewardRecycled_2018;TIER_5;2.93;1.0;0.03;714;2039
936;McLaren_W1_2025;TIER_5;2.0;1.0;0.0;713;2545
937;McMurtry_Speirling_2022;TIER_5;2.49;1.0;0.0;713;2620
938;MercedesAMG_CLAEVReward_2025;TIER_3;2.0;1.0;0.0;581;1003
939;MercedesAMG_CLAEVRewardRecycled_2025;TIER_3;2.0;1.0;0.0;581;982
940;MercedesAMG_CLE53CoupeReward_2024;TIER_4;2.0;1.0;0.0;673;1704
941;MercedesAMG_CLE53CoupeRewardRecycled_2024;TIER_4;2.0;1.0;0.0;673;1679
942;MercedesAMG_G63SUVReward_2020;TIER_4;2.01;1.0;0.0;674;1434
943;MercedesAMG_G63SUVRewardRecycled_2020;TIER_4;2.01;1.0;0.0;674;1408
944;MercedesAMG_GT3_2020;TIER_5;2.0;1.0;0.53;713;2418
945;MercedesAMG_GT_2015;TIER_4;2.64;0.93;0.11;673;629
946;MercedesAMG_GT_2015;TIER_4;2.79;1.0;0.14;673;530
947;MercedesAMG_GTBlackSeriesReward_2020;TIER_5;3.89;;;713;954
